Purchase,User_ID,Product_ID
9.272334609045494,1000004,P00128942
7.073801268481021,1000009,P00113442
9.592947605137347,1000010,P00288442
9.531626824330313,1000010,P00145342
8.624300337095338,1000011,P00053842
8.945367767925518,1000013,P00350442
8.834399957499528,1000013,P00155442
8.834399957499528,1000013,P0094542
8.624300337095338,1000015,P00161842
9.147352725385582,1000022,P00067942
8.521763501898224,1000026,P00046742
9.667421010270646,1000026,P00040042
8.855094399401896,1000026,P00196542
8.007420578476626,1000026,P00004542
8.834399957499528,1000028,P00159542
8.746331769297665,1000029,P00111542
8.813289221468326,1000033,P00121042
9.3947925746526,1000033,P00344442
9.312347892277545,1000034,P00265242
8.624300337095338,1000035,P0096642
8.834399957499528,1000036,P00303042
9.258429945539365,1000036,P00059642
8.622196349172633,1000042,P00030842
8.945367767925518,1000045,P00346442
8.624300337095338,1000045,P00357242
8.702680614787521,1000045,P00284742
9.3947925746526,1000048,P00110842
9.592947605137347,1000048,P00251642
9.667421010270646,1000053,P00136742
9.43098726365315,1000053,P0097342
9.672695310152111,1000053,P00168242
8.834399957499528,1000053,P00354342
9.468999948444997,1000053,P00105042
8.699987429576534,1000059,P00177442
8.702680614787521,1000062,P00119242
8.673535014253124,1000063,P00260242
8.624300337095338,1000063,P00113642
8.699987429576534,1000065,P00000142
9.468999948444997,1000068,P00216342
7.7901336058960755,1000069,P00157542
9.352557909733262,1000073,P00112642
8.624300337095338,1000078,P0095842
8.329547282487797,1000080,P00112142
9.61313806100258,1000081,P00109142
9.147352725385582,1000081,P00120342
8.521763501898224,1000082,P00014542
8.834399957499528,1000090,P00117542
8.834399957499528,1000092,P00220442
8.834399957499528,1000092,P00171542
9.415297955307368,1000094,P00178242
8.910147459585964,1000096,P00293342
8.855094399401896,1000097,P00117842
8.834399957499528,1000098,P00327542
9.377211012018545,1000100,P00110842
8.834399957499528,1000100,P00193542
8.834399957499528,1000100,P00243942
8.624300337095338,1000103,P00148542
9.921557922106476,1000107,P00089042
8.746331769297665,1000116,P00267542
8.329547282487797,1000117,P00147742
8.945367767925518,1000117,P00223542
9.377211012018545,1000117,P00185442
8.834399957499528,1000120,P00110542
8.624300337095338,1000123,P00014042
9.150932004433683,1000123,P00177442
8.699987429576534,1000123,P00295342
9.377211012018545,1000123,P00266542
9.438793726048477,1000129,P00089242
8.673535014253124,1000130,P00312742
8.673535014253124,1000130,P00286742
9.859581634757593,1000131,P00210942
9.88404372613279,1000132,P00192842
9.3947925746526,1000134,P00138542
9.490863777253649,1000134,P00047242
9.677269727651456,1000136,P00148642
9.677269727651456,1000139,P00150542
8.329547282487797,1000139,P00201442
9.605391318655013,1000146,P00124342
8.834399957499528,1000147,P00165642
8.521763501898224,1000147,P00305142
9.531626824330313,1000148,P00359242
9.921557922106476,1000148,P00084842
9.147352725385582,1000150,P00336942
9.667421010270646,1000151,P00144242
9.592947605137347,1000151,P00015142
8.624300337095338,1000157,P00223542
8.945367767925518,1000157,P00115442
8.945367767925518,1000157,P00129842
8.910147459585964,1000157,P00287342
7.756790298409533,1000157,P00115942
8.945367767925518,1000158,P00086342
8.902784019028061,1000161,P00014942
9.3947925746526,1000161,P00101542
8.855094399401896,1000161,P00184942
7.8374145685698,1000163,P00211142
7.073801268481021,1000163,P00198642
9.707218529836263,1000163,P00303442
9.3947925746526,1000165,P00346142
8.624300337095338,1000166,P00086442
8.834399957499528,1000166,P00133442
8.746331769297665,1000169,P00175842
8.834399957499528,1000169,P00277842
9.664138387453203,1000169,P00198742
9.351784933261603,1000169,P00367042
9.667421010270646,1000173,P00100042
8.834399957499528,1000173,P00348942
9.147352725385582,1000173,P00309242
9.658716167975687,1000173,P00029842
8.622196349172633,1000175,P00324942
9.490863777253649,1000175,P00084142
8.624300337095338,1000175,P00331242
9.377211012018545,1000175,P00182442
8.831543787917587,1000181,P00222842
9.3947925746526,1000187,P00001742
8.329547282487797,1000187,P00137442
8.702680614787521,1000187,P00029342
7.590873267488612,1000191,P00234542
8.624300337095338,1000192,P00005042
9.602849731282724,1000192,P00157142
8.673535014253124,1000193,P00310842
8.746331769297665,1000195,P00154742
8.746331769297665,1000195,P00231942
8.624300337095338,1000195,P00280842
9.49912190122637,1000195,P00070042
9.50844595764634,1000198,P00084142
8.902784019028061,1000198,P00258842
8.624300337095338,1000202,P00190142
8.624300337095338,1000202,P00113042
8.834399957499528,1000202,P00105242
9.420173689566097,1000202,P00214642
9.150932004433683,1000204,P00346042
9.31574418219183,1000205,P00313542
3.4515986836805346,1000205,P00112742
9.490863777253649,1000212,P00288942
8.746331769297665,1000214,P00198042
8.945367767925518,1000215,P00034742
8.624300337095338,1000216,P00189842
9.490863777253649,1000216,P00253142
8.902784019028061,1000216,P00175942
8.834399957499528,1000216,P00275742
8.945367767925518,1000216,P00174242
9.147352725385582,1000216,P00054342
9.49861141174876,1000225,P00212742
9.3947925746526,1000225,P00145942
8.521763501898224,1000227,P00229742
9.377211012018545,1000229,P0099242
8.622196349172633,1000229,P00173042
9.671252400760505,1000233,P00184942
8.834399957499528,1000235,P00117642
9.707218529836263,1000238,P00088442
8.624300337095338,1000245,P00145042
9.592947605137347,1000245,P00221742
8.521763501898224,1000245,P00044442
8.834399957499528,1000245,P00123342
8.746331769297665,1000248,P00015542
8.699987429576534,1000249,P00274042
9.046788991900026,1000249,P00250642
8.624300337095338,1000249,P00102242
8.699987429576534,1000257,P00002442
8.329547282487797,1000257,P00139942
8.624300337095338,1000262,P00074642
8.945367767925518,1000264,P00111942
8.673535014253124,1000264,P00193542
8.673535014253124,1000268,P00127842
8.945367767925518,1000271,P00183242
8.834399957499528,1000272,P00042142
8.945367767925518,1000272,P00244042
8.624300337095338,1000278,P00348642
9.438793726048477,1000283,P00016042
9.490863777253649,1000284,P00182542
9.43098726365315,1000289,P00110742
7.2230850661220645,1000293,P00062842
9.61313806100258,1000300,P00297942
9.921557922106476,1000301,P00024042
9.327240303849937,1000302,P00048142
9.605391318655013,1000302,P00102042
